tax_path,tax_name,min_ani,avg_reads_per_occurrence,phylum,family
"38405:s__Fonsibacter sp018882565:""species""	27148:g__Fonsibacter:""genus""	19183:f__Pelagibacteraceae:""family""	19182:o__Pelagibacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Fonsibacter sp018882565,93.36652763616704,127.4074074074074,Proteobacteria,Pelagibacteraceae
"38700:s__Fonsibacter sp000419465:""species""	27148:g__Fonsibacter:""genus""	19183:f__Pelagibacteraceae:""family""	19182:o__Pelagibacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Fonsibacter sp000419465,93.27847730403474,122.82142857142857,Proteobacteria,Pelagibacteraceae
"38703:s__Fonsibacter sp000510845:""species""	27148:g__Fonsibacter:""genus""	19183:f__Pelagibacteraceae:""family""	19182:o__Pelagibacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Fonsibacter sp000510845,93.74387903032785,307.6333333333333,Proteobacteria,Pelagibacteraceae
"42018:s__IMCC26256 sp001023575:""species""	5195:g__IMCC26256:""genus""	5194:f__IMCC26256:""family""	5193:o__IMCC26256:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",IMCC26256 sp001023575,95.42272891726344,5764.242424242424,Actinobacteriota,IMCC26256
"42021:s__IMCC26207 sp001025035:""species""	7313:g__IMCC26207:""genus""	7312:f__Microtrichaceae_B:""family""	1342:o__Microtrichales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",IMCC26207 sp001025035,94.78747012422842,738.5625,Actinobacteriota,Microtrichaceae
"42483:s__SG8-4 sp001303465:""species""	5299:g__SG8-4:""genus""	5298:f__SG8-4_A:""family""	2951:o__SG8-4:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",SG8-4 sp001303465,92.29714075991484,192.76,Planctomycetota,SG8-4
"42954:s__CSP1-5 sp001443495:""species""	30617:g__CSP1-5:""genus""	30616:f__CSP1-5:""family""	15305:o__Methylomirabilales:""order""	5554:c__Methylomirabilia:""class""	5553:p__Methylomirabilota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",CSP1-5 sp001443495,93.83262367487607,1686.4827586206898,Methylomirabilota,CSP1-5
"43103:s__Sphingorhabdus_B sp001464315:""species""	43102:g__Sphingorhabdus_B:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Sphingorhabdus_B sp001464315,93.0971706862265,114.9,Proteobacteria,Sphingomonadaceae
"43142:s__JJ008 sp001464625:""species""	2072:g__JJ008:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JJ008 sp001464625,92.58623920977524,172.75,Bacteroidota,Chitinophagaceae
"45327:s__Reyranella sp001767945:""species""	14052:g__Reyranella:""genus""	13662:f__Reyranellaceae:""family""	13661:o__Reyranellales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Reyranella sp001767945,92.73850220188471,371.1904761904762,Proteobacteria,Reyranellaceae
"45346:s__UBA6024 sp003537645:""species""	11959:g__UBA6024:""genus""	1197:f__Prolixibacteraceae:""family""	124:o__Bacteroidales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA6024 sp003537645,92.82570352959738,139.42307692307693,Bacteroidota,Prolixibacteraceae
"45631:s__RBG-16-66-30 sp001773855:""species""	45630:g__RBG-16-66-30_A:""genus""	45629:f__RBG-16-66-30:""family""	2475:o__Aminicenantales:""order""	2392:c__Aminicenantia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",RBG-16-66-30 sp001773855,93.0138420487954,2323.681818181818,Acidobacteriota,RBG-16-66-30
"45695:s__2-12-FULL-53-21 sp001775255:""species""	18561:g__2-12-FULL-53-21:""genus""	18560:f__UBA2774:""family""	5249:o__UBA2774:""order""	5248:c__UBA1144_A:""class""	5247:p__Dadabacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",2-12-FULL-53-21 sp001775255,93.87865757070308,379.9655172413793,Dadabacteria,UBA2774
"46650:s__RBG-16-64-43 sp001796965:""species""	23549:g__RBG-16-64-43:""genus""	23548:f__RBG-16-64-43:""family""	943:o__Anaerolineales:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",RBG-16-64-43 sp001796965,92.63560529152129,1099.25,Chloroflexota,RBG-16-64-43
"46824:s__UBA9959 sp001799845:""species""	8707:g__UBA9959:""genus""	8706:f__UBA9959:""family""	152:o__Elusimicrobiales:""order""	151:c__Elusimicrobia:""class""	150:p__Elusimicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA9959 sp001799845,92.5859993934483,110.24,Elusimicrobiota,UBA9959
"46855:s__YA12-FULL-51-18 sp001800245:""species""	46802:g__YA12-FULL-51-18:""genus""	8706:f__UBA9959:""family""	152:o__Elusimicrobiales:""order""	151:c__Elusimicrobia:""class""	150:p__Elusimicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",YA12-FULL-51-18 sp001800245,92.6699453243304,222.71428571428572,Elusimicrobiota,UBA9959
"47053:s__GWC2-56-14 sp001803705:""species""	47052:g__GWC2-56-14:""genus""	29534:f__UBA9217:""family""	29533:o__UBA9217:""order""	29532:c__UBA9217:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",GWC2-56-14 sp001803705,92.47982652511328,149.77777777777777,Nitrospirota,UBA9217
"47710:s__UBA5619 sp001829875:""species""	1833:g__UBA5619:""genus""	1832:f__UBA5619:""family""	1831:o__Syntrophales:""order""	1830:c__Syntrophia:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5619 sp001829875,92.466347268207,422.51724137931035,Desulfobacterota,UBA5619
"47738:s__UBA5619 sp001830835:""species""	1833:g__UBA5619:""genus""	1832:f__UBA5619:""family""	1831:o__Syntrophales:""order""	1830:c__Syntrophia:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5619 sp001830835,92.624604296208,303.96666666666664,Desulfobacterota,UBA5619
"48019:s__UBA5619 sp001873745:""species""	1833:g__UBA5619:""genus""	1832:f__UBA5619:""family""	1831:o__Syntrophales:""order""	1830:c__Syntrophia:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5619 sp001873745,92.83220478407598,642.3846153846154,Desulfobacterota,UBA5619
"51098:s__Leadbetterella sp002256295:""species""	21789:g__Leadbetterella:""genus""	1293:f__Spirosomaceae:""family""	506:o__Cytophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Leadbetterella sp002256295,93.7295575229489,436.125,Bacteroidota,Spirosomaceae
"51111:s__KS41 sp002256465:""species""	20682:g__KS41:""genus""	643:f__Methylomonadaceae:""family""	642:o__Methylococcales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",KS41 sp002256465,93.478664539939,322.7241379310345,Proteobacteria,Methylomonadaceae
"51125:s__KS41 sp002256705:""species""	20682:g__KS41:""genus""	643:f__Methylomonadaceae:""family""	642:o__Methylococcales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",KS41 sp002256705,93.29861881273284,367.1290322580645,Proteobacteria,Methylomonadaceae
"51241:s__CG2-30-66-27 sp002279275:""species""	13667:g__CG2-30-66-27:""genus""	5732:f__MBNT15:""family""	5731:o__MBNT15:""order""	5730:c__MBNT15_B:""class""	5729:p__MBNT15:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",CG2-30-66-27 sp002279275,93.810505929494,367.16129032258067,MBNT15,MBNT15
"51407:s__Tous-C4FEB sp002304445:""species""	15819:g__Tous-C4FEB:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Tous-C4FEB sp002304445,93.11358214671496,468.53125,Verrucomicrobiota,Opitutaceae
"51424:s__UBA953 sp002293125:""species""	18267:g__UBA953:""genus""	18266:f__UBA953:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA953 sp002293125,94.2992302276024,436.9032258064516,Verrucomicrobiota,UBA953
"51509:s__TMED14 sp002292855:""species""	42891:g__TMED14:""genus""	42890:f__Schleiferiaceae:""family""	431:o__Flavobacteriales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",TMED14 sp002292855,94.68325566154948,167.93333333333334,Bacteroidota,Schleiferiaceae
"51511:s__UBA966 sp002292895:""species""	28886:g__UBA966:""genus""	1361:f__SM1A02:""family""	1360:o__Phycisphaerales:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA966 sp002292895,94.12206686854536,1157.21875,Planctomycetota,SM1A02
"51518:s__Polynucleobacter sp002292975:""species""	11980:g__Polynucleobacter:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Polynucleobacter sp002292975,96.46041103372428,329.2903225806452,Proteobacteria,Burkholderiaceae
"51528:s__UBA955 sp002293105:""species""	5380:g__UBA955:""genus""	5379:f__UBA955:""family""	4068:o__NS11-12g:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA955 sp002293105,94.31536406586382,307.92857142857144,Bacteroidota,UBA955
"52141:s__UBA1319 sp002306985:""species""	13860:g__UBA1319:""genus""	13859:f__UBA1319:""family""	2673:o__Pedosphaerales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA1319 sp002306985,92.2880779439404,99.62068965517241,Verrucomicrobiota,UBA1319
"53806:s__Brevundimonas sp002343425:""species""	1290:g__Brevundimonas:""genus""	1289:f__Caulobacteraceae:""family""	1288:o__Caulobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Brevundimonas sp002343425,93.20679236203608,239.6875,Proteobacteria,Caulobacteraceae
"54298:s__JJ008 sp002352145:""species""	2072:g__JJ008:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JJ008 sp002352145,92.56082271281431,73.1923076923077,Bacteroidota,Chitinophagaceae
"54573:s__OLB17 sp002360555:""species""	12274:g__OLB17:""genus""	3034:f__Pyrinomonadaceae:""family""	3033:o__Pyrinomonadales:""order""	3032:c__Blastocatellia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",OLB17 sp002360555,92.61558117426046,116.92307692307692,Acidobacteriota,Pyrinomonadaceae
"54896:s__UBA3006 sp002367695:""species""	10379:g__UBA3006:""genus""	5120:f__Ilumatobacteraceae_B:""family""	1342:o__Microtrichales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA3006 sp002367695,93.53569057581063,95.03225806451613,Actinobacteriota,Ilumatobacteraceae
"55492:s__UBA5072 sp002415855:""species""	55491:g__UBA5072_A:""genus""	55490:f__UBA10428:""family""	124:o__Bacteroidales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5072 sp002415855,92.50391140342607,87.95454545454545,Bacteroidota,UBA10428
"55901:s__Rhodoferax sp002390825:""species""	4048:g__Rhodoferax:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Rhodoferax sp002390825,93.16819496673897,368.84375,Proteobacteria,Burkholderiaceae
"56204:s__Arctic95D-9 sp002396885:""species""	3723:g__Arctic95D-9:""genus""	698:f__DEV007:""family""	697:o__Verrucomicrobiales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Arctic95D-9 sp002396885,94.39445095878278,3209.1290322580644,Verrucomicrobiota,DEV007
"56631:s__Flavobacterium sp002413745:""species""	1300:g__Flavobacterium:""genus""	653:f__Flavobacteriaceae:""family""	431:o__Flavobacteriales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Flavobacterium sp002413745,93.46256894217086,98.0,Bacteroidota,Flavobacteriaceae
"56956:s__UBA5216 sp002412495:""species""	19115:g__UBA5216:""genus""	10347:f__SG8-41_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5216 sp002412495,92.52474477631245,328.2903225806452,Proteobacteria,SG8-41
"57001:s__UBA5186 sp002413095:""species""	57000:g__UBA5186:""genus""	48477:f__Gaiellaceae:""family""	48476:o__Gaiellales:""order""	4673:c__Thermoleophilia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5186 sp002413095,92.54261113518577,158.89655172413794,Actinobacteriota,Gaiellaceae
"57434:s__UBA6159 sp002422345:""species""	20685:g__UBA6159:""genus""	5467:f__Acetobacteraceae:""family""	5466:o__Acetobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA6159 sp002422345,92.53992408749995,185.8,Proteobacteria,Acetobacteraceae
"57546:s__UBA5619 sp002423465:""species""	1833:g__UBA5619:""genus""	1832:f__UBA5619:""family""	1831:o__Syntrophales:""order""	1830:c__Syntrophia:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5619 sp002423465,92.57580101016542,174.91304347826087,Desulfobacterota,UBA5619
"58183:s__UBA6168 sp002435785:""species""	2626:g__UBA6168:""genus""	693:f__Saprospiraceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA6168 sp002435785,92.58332361990836,175.62962962962962,Bacteroidota,Saprospiraceae
"59375:s__Undibacterium sp002482715:""species""	59374:g__Undibacterium:""genus""	37327:f__Burkholderiaceae_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Undibacterium sp002482715,93.3397291215414,88.0,Proteobacteria,Burkholderiaceae
"59403:s__Prosthecobacter sp002482965:""species""	13206:g__Prosthecobacter:""genus""	13205:f__Verrucomicrobiaceae:""family""	697:o__Verrucomicrobiales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Prosthecobacter sp002482965,92.5434126689482,181.80645161290323,Verrucomicrobiota,Verrucomicrobiaceae
"62610:s__GCA-2722955 sp002722955:""species""	62609:g__GCA-2722955:""genus""	2725:f__Planctomycetaceae:""family""	2724:o__Planctomycetales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",GCA-2722955 sp002722955,92.04946190491752,73.875,Planctomycetota,Planctomycetaceae
"63137:s__Gemmatimonas sp002737115:""species""	53311:g__Gemmatimonas:""genus""	12095:f__Gemmatimonadaceae:""family""	3619:o__Gemmatimonadales:""order""	1353:c__Gemmatimonadetes:""class""	1352:p__Gemmatimonadota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Gemmatimonas sp002737115,92.92602207027954,161.6,Gemmatimonadota,Gemmatimonadaceae
"63143:s__Tous-C4FEB sp002737275:""species""	15819:g__Tous-C4FEB:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Tous-C4FEB sp002737275,93.2392935620458,403.71875,Verrucomicrobiota,Opitutaceae
"63163:s__UBA966 sp002737585:""species""	28886:g__UBA966:""genus""	1361:f__SM1A02:""family""	1360:o__Phycisphaerales:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA966 sp002737585,93.87116709883944,667.65625,Planctomycetota,SM1A02
"63168:s__UBA955 sp002737625:""species""	5380:g__UBA955:""genus""	5379:f__UBA955:""family""	4068:o__NS11-12g:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA955 sp002737625,96.2629820577908,2371.6969696969695,Bacteroidota,UBA955
"63170:s__BACL27 sp002737635:""species""	10308:g__BACL27:""genus""	5120:f__Ilumatobacteraceae_B:""family""	1342:o__Microtrichales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",BACL27 sp002737635,93.86502346559948,389.75,Actinobacteriota,Ilumatobacteraceae
"63174:s__GCA-2737665 sp002737665:""species""	63173:g__GCA-2737665_B:""genus""	63172:f__Palsa-965:""family""	5782:o__AKYH767:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",GCA-2737665 sp002737665,97.20921335163858,10495.939393939394,Bacteroidota,Palsa-965
"66984:s__PALSA-610 sp003134555:""species""	66983:g__PALSA-610:""genus""	66982:f__PALSA-610:""family""	5193:o__IMCC26256:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",PALSA-610 sp003134555,92.52583469130768,178.06896551724137,Actinobacteriota,PALSA-610
"67093:s__Solibacter sp003136215:""species""	67092:g__Solibacter_A:""genus""	38462:f__Bryobacteraceae:""family""	38461:o__Bryobacterales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Solibacter sp003136215,92.6862895654322,666.76,Acidobacteriota,Bryobacteraceae
"67234:s__Palsa-739 sp003152275:""species""	67231:g__Palsa-739:""genus""	48477:f__Gaiellaceae:""family""	48476:o__Gaiellales:""order""	4673:c__Thermoleophilia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Palsa-739 sp003152275,92.4969116289364,160.41379310344828,Actinobacteriota,Gaiellaceae
"67286:s__Palsa-189 sp003140295:""species""	67285:g__Palsa-189:""genus""	48481:f__UBA7541_A:""family""	45272:o__Acidoferrales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Palsa-189 sp003140295,92.45311101538825,122.55555555555556,Acidobacteriota,UBA7541
"67345:s__LD21 sp003141415:""species""	45341:g__LD21_A:""genus""	45340:f__VadinHA17:""family""	124:o__Bacteroidales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",LD21 sp003141415,92.92902351548877,215.11111111111111,Bacteroidota,VadinHA17
"67371:s__Fen-1364 sp003141795:""species""	67370:g__Fen-1364:""genus""	67369:f__Fen-1364:""family""	50842:o__SZUA-6:""order""	375:c__Spirochaetia:""class""	374:p__Spirochaetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Fen-1364 sp003141795,92.50143466843234,183.03225806451613,Spirochaetota,Fen-1364
"67613:s__Palsa-1447 sp003151495:""species""	67295:g__Palsa-1447:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Palsa-1447 sp003151495,92.37517596987728,89.79166666666667,Verrucomicrobiota,Opitutaceae
"67724:s__Bog-209 sp003152795:""species""	66779:g__Bog-209:""genus""	48485:f__SbA1:""family""	355:o__Acidobacteriales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bog-209 sp003152795,92.30885872894932,99.79166666666667,Acidobacteriota,SbA1
"67745:s__FEN-1350 sp003152975:""species""	67744:g__FEN-1350:""genus""	49763:f__Anaerohalosphaeraceae:""family""	42481:o__Sedimentisphaerales:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",FEN-1350 sp003152975,92.333512656189,1228.516129032258,Planctomycetota,Anaerohalosphaeraceae
"67751:s__Fen-1467 sp003153035:""species""	67411:g__Fen-1467:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Fen-1467 sp003153035,92.33930245490689,99.06666666666666,Verrucomicrobiota,Opitutaceae
"67754:s__FEN-1143 sp003153055:""species""	67753:g__FEN-1143:""genus""	234:f__Myxococcaceae:""family""	233:o__Myxococcales:""order""	232:c__Myxococcia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",FEN-1143 sp003153055,92.3866168806182,303.25,Myxococcota,Myxococcaceae
